Product,Category,Unit_Price,Quantity,Discount,Total_Price
Merlot,Alcoholic Beverages,14.03,80,0.1,1010.16
Cranberry Juice,Juices,2.52,6,0.05,14.36
Fanta,Soft Drinks,1.23,15,0.0,18.45
Rockstar,Soft Drinks,2.48,2,0.1,4.46
Rauch Multivitamin,Juices,2.45,13,0.0,31.85
Cranberry Juice,Juices,3.46,1,0.0,3.46
Fanta,Soft Drinks,1.23,1,0.0,1.23
Monster,Soft Drinks,1.76,38,0.1,60.19
Fritz-Kola,Soft Drinks,2.12,1,0.0,2.12
Tomato Juice,Juices,4.09,81,0.1,298.16
Selters,Water,1.31,24,0.15,26.72
Tomato Juice,Juices,2.2,22,0.05,45.98
Johnnie Walker,Alcoholic Beverages,23.95,54,0.05,1228.64
Passion Fruit Juice,Juices,3.02,14,0.0,42.28
Mango Juice,Juices,3.65,42,0.05,145.64
Selters,Water,0.47,1,0.0,0.47
San Pellegrino,Water,0.91,9,0.0,8.19
Vio Wasser,Water,0.74,62,0.05,43.59
San Pellegrino,Water,0.56,16,0.1,8.06
Vittel,Water,0.58,15,0.0,8.7
Erdinger Weißbier,Alcoholic Beverages,1.92,9,0.0,17.28
Tanqueray,Alcoholic Beverages,33.6,12,0.0,403.2
Fritz-Kola,Soft Drinks,2.6,60,0.05,148.2
Red Bull,Soft Drinks,2.28,1,0.0,2.28
Riesling,Alcoholic Beverages,4.19,8,0.0,33.52
Cranberry Juice,Juices,3.67,11,0.0,40.37
Rockstar,Soft Drinks,2.27,3,0.0,6.81
Fritz-Kola,Soft Drinks,2.05,14,0.0,28.7
Granini Apple,Juices,1.69,13,0.0,21.97
Apollinaris,Water,0.79,40,0.05,30.02
Cranberry Juice,Juices,2.62,12,0.05,29.87
Rauch Multivitamin,Juices,2.38,8,0.0,19.04
Riesling,Alcoholic Beverages,4.32,11,0.0,47.52
Johnnie Walker,Alcoholic Beverages,37.69,8,0.0,301.52
Gerolsteiner,Water,1.01,13,0.0,13.13
Volvic,Water,1.01,79,0.1,71.81
Hohes C Orange,Juices,1.86,9,0.0,16.74
Mezzo Mix,Soft Drinks,0.61,8,0.0,4.88
San Pellegrino,Water,0.91,11,0.0,10.01
Beck's,Alcoholic Beverages,1.37,5,0.0,6.85
Erdinger Weißbier,Alcoholic Beverages,1.33,58,0.1,69.43
Evian,Water,1.23,4,0.0,4.92
Evian,Water,1.28,26,0.05,31.62
Bacardi,Alcoholic Beverages,16.01,27,0.05,410.66
Rockstar,Soft Drinks,3.48,13,0.05,42.98
Volvic Touch,Water,1.46,9,0.0,13.14
Gerolsteiner,Water,1.04,8,0.0,8.32
Rockstar,Soft Drinks,2.21,8,0.0,17.68
Club Mate,Soft Drinks,1.79,17,0.1,27.39
Selters,Water,0.69,39,0.05,25.56
Volvic Touch,Water,1.94,87,0.1,151.9
Monster,Soft Drinks,3.31,14,0.0,46.34
Mountain Dew,Soft Drinks,0.99,10,0.0,9.9
Vio Wasser,Water,1.66,13,0.0,21.58
Sauvignon Blanc,Alcoholic Beverages,8.83,9,0.0,79.47
Pepsi,Soft Drinks,1.49,1,0.0,1.49
Volvic Touch,Water,1.38,4,0.0,5.52
Tomato Juice,Juices,2.25,38,0.1,76.95
Apollinaris,Water,0.96,4,0.0,3.84
Jack Daniels,Alcoholic Beverages,50.25,14,0.0,703.5
Schwip Schwap,Soft Drinks,1.13,19,0.05,20.4
Rauch Multivitamin,Juices,3.03,90,0.15,231.8
Evian,Water,1.47,84,0.1,111.13
Volvic Touch,Water,1.38,8,0.0,11.04
Rockstar,Soft Drinks,2.27,5,0.0,11.35
Augustiner,Alcoholic Beverages,1.12,8,0.0,8.96
Jever,Alcoholic Beverages,1.23,58,0.1,64.21
Volvic Touch,Water,1.46,3,0.0,4.38
Selters,Water,0.46,10,0.0,4.6
Monster,Soft Drinks,3.31,5,0.0,16.55
Mango Juice,Juices,3.1,87,0.05,256.21
Tomato Juice,Juices,1.84,40,0.05,69.92
Merlot,Alcoholic Beverages,10.57,89,0.1,846.66
Cranberry Juice,Juices,2.63,51,0.1,120.72
Vittel,Water,0.67,61,0.05,38.83
Passion Fruit Juice,Juices,3.11,14,0.0,43.54
Jack Daniels,Alcoholic Beverages,50.25,2,0.0,100.5
Pepsi,Soft Drinks,1.49,1,0.0,1.49
Hohes C Orange,Juices,3.39,68,0.1,207.47
Evian,Water,1.23,2,0.0,2.46
Apollinaris,Water,0.96,2,0.0,1.92
Erdinger Weißbier,Alcoholic Beverages,1.92,5,0.0,9.6
Hohes C Orange,Juices,1.33,5,0.05,6.32
Mango Juice,Juices,3.21,11,0.0,35.31
Cranberry Juice,Juices,3.03,31,0.15,79.84
Rockstar,Soft Drinks,2.34,13,0.0,30.42
Cranberry Juice,Juices,3.46,11,0.0,38.06
Mezzo Mix,Soft Drinks,1.17,57,0.1,60.02
Mango Juice,Juices,2.61,18,0.1,42.28
Tomato Juice,Juices,3.23,2,0.0,6.46
Mango Juice,Juices,3.28,65,0.1,191.88
Volvic Touch,Water,1.32,4,0.1,4.75
Jack Daniels,Alcoholic Beverages,19.27,47,0.15,769.84
Coca-Cola,Soft Drinks,1.07,2,0.0,2.14
Pepsi,Soft Drinks,1.58,6,0.0,9.48
Kölsch,Alcoholic Beverages,1.71,22,0.05,35.74
Sauvignon Blanc,Alcoholic Beverages,8.83,11,0.0,97.13
Vittel,Water,0.58,4,0.0,2.32
Mango Juice,Juices,3.31,12,0.0,39.72
Granini Apple,Juices,1.69,9,0.0,15.21
Club Mate,Soft Drinks,2.19,5,0.0,10.95
Red Bull,Soft Drinks,1.83,22,0.05,38.25
Volvic,Water,0.57,13,0.0,7.41
Mango Juice,Juices,2.93,54,0.05,150.31
Passion Fruit Juice,Juices,3.02,6,0.0,18.12
Volvic,Water,0.58,8,0.0,4.64
Mango Juice,Juices,3.21,3,0.0,9.63
Veuve Clicquot,Alcoholic Beverages,44.3,14,0.05,589.19
Fritz-Kola,Soft Drinks,2.7,70,0.15,160.65
Hohes C Orange,Juices,1.8,2,0.0,3.6
Erdinger Weißbier,Alcoholic Beverages,1.98,9,0.0,17.82
Red Bull,Soft Drinks,2.22,15,0.0,33.3
Hohes C Orange,Juices,1.75,22,0.1,34.65
Gerolsteiner,Water,1.14,67,0.05,72.56
Tomato Juice,Juices,3.43,1,0.0,3.43
Rockstar,Soft Drinks,2.21,4,0.0,8.84
Mezzo Mix,Soft Drinks,0.61,3,0.0,1.83
Granini Apple,Juices,1.59,10,0.0,15.9
Mango Juice,Juices,3.29,23,0.05,71.89
Hohes C Orange,Juices,1.75,12,0.0,21.0
Coca-Cola,Soft Drinks,1.04,1,0.0,1.04
Jever,Alcoholic Beverages,1.88,6,0.0,11.28
Apollinaris,Water,0.99,7,0.0,6.93
Moët & Chandon,Alcoholic Beverages,68.53,4,0.0,274.12
Jack Daniels,Alcoholic Beverages,51.76,5,0.0,258.8
Granini Apple,Juices,1.69,9,0.0,15.21
Warsteiner,Alcoholic Beverages,1.55,61,0.05,89.82
Cranberry Juice,Juices,3.21,11,0.05,33.54
Krombacher,Alcoholic Beverages,1.54,2,0.0,3.08
Selters,Water,0.49,11,0.0,5.39
Vittel,Water,0.56,10,0.0,5.6
Monster,Soft Drinks,3.21,13,0.0,41.73
Selters,Water,0.49,3,0.0,1.47
Rotkäppchen Sekt,Alcoholic Beverages,8.29,2,0.0,16.58
Tomato Juice,Juices,3.43,9,0.0,30.87
Gerolsteiner,Water,0.42,37,0.05,14.76
Granini Apple,Juices,1.59,9,0.0,14.31
Volvic Touch,Water,1.42,13,0.0,18.46
Sauvignon Blanc,Alcoholic Beverages,7.82,33,0.05,245.16
Moët & Chandon,Alcoholic Beverages,61.95,40,0.05,2354.1
Merlot,Alcoholic Beverages,4.35,13,0.0,56.55
Granini Apple,Juices,1.64,7,0.0,11.48
Vio Wasser,Water,1.61,11,0.0,17.71
Gerolsteiner,Water,1.01,11,0.0,11.11
Hohes C Orange,Juices,1.74,7,0.05,11.57
Vittel,Water,0.59,12,0.0,7.08
Mango Juice,Juices,2.6,87,0.05,214.89
Bacardi,Alcoholic Beverages,13.44,14,0.0,188.16
Havana Club,Alcoholic Beverages,14.77,37,0.05,519.17
San Pellegrino,Water,0.89,1,0.0,0.89
Sprite,Soft Drinks,0.56,12,0.0,6.72
Volvic,Water,0.57,12,0.0,6.84
Chardonnay,Alcoholic Beverages,14.31,96,0.1,1236.38
Fanta,Soft Drinks,0.87,13,0.05,10.74
Fritz-Kola,Soft Drinks,2.05,6,0.0,12.3
Apollinaris,Water,0.99,12,0.0,11.88
Beck's,Alcoholic Beverages,1.33,9,0.0,11.97
Evian,Water,1.39,70,0.1,87.57
Jever,Alcoholic Beverages,1.15,23,0.05,25.13
Mountain Dew,Soft Drinks,0.93,2,0.0,1.86
Tomato Juice,Juices,3.43,13,0.0,44.59
Chardonnay,Alcoholic Beverages,4.88,15,0.0,73.2
Pepsi,Soft Drinks,1.58,13,0.0,20.54
Krombacher,Alcoholic Beverages,1.54,11,0.0,16.94
Beck's,Alcoholic Beverages,1.51,12,0.0,18.12
Passion Fruit Juice,Juices,2.93,15,0.0,43.95
Sprite,Soft Drinks,0.56,2,0.0,1.12
Rockstar,Soft Drinks,2.34,15,0.0,35.1
Volvic,Water,0.8,74,0.15,50.32
Tanqueray,Alcoholic Beverages,34.61,3,0.0,103.83
Vittel,Water,0.58,13,0.0,7.54
Passion Fruit Juice,Juices,2.93,9,0.0,26.37
Granini Apple,Juices,1.64,14,0.0,22.96
Apollinaris,Water,0.99,6,0.0,5.94
Hohes C Orange,Juices,1.79,17,0.05,28.91
Fritz-Kola,Soft Drinks,1.99,8,0.0,15.92
Jack Daniels,Alcoholic Beverages,20.28,10,0.05,192.66
Monster,Soft Drinks,2.07,12,0.05,23.6
Sauvignon Blanc,Alcoholic Beverages,5.18,10,0.05,49.21
Volvic Touch,Water,1.46,10,0.0,14.6
Passion Fruit Juice,Juices,3.98,98,0.15,331.53
Passion Fruit Juice,Juices,2.98,1,0.1,2.68
Moët & Chandon,Alcoholic Beverages,58.82,10,0.0,588.2
Granini Apple,Juices,1.31,63,0.1,74.28
San Pellegrino,Water,1.06,83,0.1,79.18
Fritz-Kola,Soft Drinks,1.94,48,0.05,88.46
Volvic Touch,Water,1.42,2,0.0,2.84
Passion Fruit Juice,Juices,3.11,8,0.0,24.88
Chardonnay,Alcoholic Beverages,13.32,31,0.05,392.27
Tomato Juice,Juices,3.23,8,0.0,25.84
Krombacher,Alcoholic Beverages,1.45,65,0.1,84.82
Coca-Cola,Soft Drinks,1.18,5,0.0,5.9
Club Mate,Soft Drinks,2.19,10,0.0,21.9
Evian,Water,1.56,95,0.1,133.38
Coca-Cola,Soft Drinks,1.19,77,0.1,82.47
Mountain Dew,Soft Drinks,0.99,2,0.0,1.98
Vittel,Water,1.02,78,0.1,71.6
Selters,Water,1.25,55,0.1,61.88
Fanta,Soft Drinks,1.19,12,0.0,14.28
Warsteiner,Alcoholic Beverages,1.69,82,0.1,124.72
Fritz-Kola,Soft Drinks,2.38,92,0.15,186.12
San Pellegrino,Water,0.95,10,0.05,9.02
Gerolsteiner,Water,0.84,22,0.1,16.63
Vittel,Water,0.56,15,0.0,8.4
Granini Apple,Juices,1.69,5,0.0,8.45
Schwip Schwap,Soft Drinks,1.1,53,0.1,52.47
Bacardi,Alcoholic Beverages,13.44,11,0.0,147.84
Moët & Chandon,Alcoholic Beverages,58.82,14,0.0,823.48
Fanta,Soft Drinks,0.99,89,0.15,74.89
Veuve Clicquot,Alcoholic Beverages,69.79,75,0.15,4449.11
Mountain Dew,Soft Drinks,0.96,1,0.0,0.96
San Pellegrino,Water,0.94,71,0.1,60.07
Red Bull,Soft Drinks,2.22,6,0.0,13.32
Granini Apple,Juices,1.59,11,0.0,17.49
Havana Club,Alcoholic Beverages,12.58,1,0.0,12.58
Apollinaris,Water,0.96,7,0.0,6.72
Moët & Chandon,Alcoholic Beverages,87.48,60,0.1,4723.92
Rauch Multivitamin,Juices,3.26,94,0.1,275.8
Tanqueray,Alcoholic Beverages,35.65,8,0.0,285.2
Volvic,Water,0.57,14,0.0,7.98
Red Bull,Soft Drinks,2.35,9,0.0,21.15
Krombacher,Alcoholic Beverages,1.0,37,0.1,33.3
Augustiner,Alcoholic Beverages,1.12,15,0.0,16.8
Apollinaris,Water,0.96,8,0.0,7.68
Jack Daniels,Alcoholic Beverages,51.76,15,0.0,776.4
Tanqueray,Alcoholic Beverages,34.61,3,0.0,103.83
Schwip Schwap,Soft Drinks,1.24,12,0.0,14.88
Selters,Water,0.47,4,0.0,1.88
Mountain Dew,Soft Drinks,0.96,14,0.0,13.44
Monster,Soft Drinks,3.31,5,0.0,16.55
Gerolsteiner,Water,1.04,2,0.0,2.08
Tomato Juice,Juices,1.59,24,0.05,36.25
Moët & Chandon,Alcoholic Beverages,58.82,11,0.0,647.02
Evian,Water,1.31,1,0.0,1.31
Gerolsteiner,Water,0.4,41,0.05,15.58
Coca-Cola,Soft Drinks,1.07,7,0.0,7.49
Cranberry Juice,Juices,3.67,2,0.0,7.34
Beck's,Alcoholic Beverages,1.51,6,0.0,9.06
Rotkäppchen Sekt,Alcoholic Beverages,8.54,1,0.0,8.54
Rauch Multivitamin,Juices,2.31,7,0.0,16.17
Mango Juice,Juices,3.12,6,0.0,18.72
Volvic Touch,Water,1.38,7,0.0,9.66
Fritz-Kola,Soft Drinks,2.12,11,0.0,23.32
Passion Fruit Juice,Juices,3.11,8,0.0,24.88
Vio Wasser,Water,1.4,74,0.1,93.24
Fritz-Kola,Soft Drinks,1.99,10,0.0,19.9
Club Mate,Soft Drinks,2.13,14,0.0,29.82
Veuve Clicquot,Alcoholic Beverages,109.19,12,0.0,1310.28
Mezzo Mix,Soft Drinks,0.61,15,0.0,9.15
San Pellegrino,Water,0.38,3,0.05,1.08
Rauch Multivitamin,Juices,2.31,11,0.0,25.41
Kölsch,Alcoholic Beverages,0.96,15,0.0,14.4
San Pellegrino,Water,0.86,9,0.0,7.74
Sprite,Soft Drinks,0.57,47,0.1,24.11
Gerolsteiner,Water,1.07,9,0.0,9.63
Mango Juice,Juices,3.21,8,0.0,25.68
Red Bull,Soft Drinks,2.35,10,0.0,23.5
Vio Wasser,Water,0.64,5,0.05,3.04
Red Bull,Soft Drinks,2.35,4,0.0,9.4
Hohes C Orange,Juices,1.75,2,0.0,3.5
Mezzo Mix,Soft Drinks,0.61,10,0.0,6.1
Red Bull,Soft Drinks,2.03,20,0.15,34.51
Havana Club,Alcoholic Beverages,13.35,15,0.0,200.25
Volvic Touch,Water,0.75,17,0.1,11.48
Evian,Water,1.26,96,0.15,102.82
Hohes C Orange,Juices,1.86,2,0.0,3.72
Kölsch,Alcoholic Beverages,0.96,5,0.0,4.8
Mountain Dew,Soft Drinks,0.98,75,0.1,66.15
Vittel,Water,0.56,2,0.0,1.12
Granini Apple,Juices,2.11,86,0.1,163.31
San Pellegrino,Water,0.8,99,0.1,71.28
Riesling,Alcoholic Beverages,4.32,10,0.0,43.2
Havana Club,Alcoholic Beverages,12.58,15,0.0,188.7
Mango Juice,Juices,3.33,46,0.05,145.52
Vittel,Water,0.81,87,0.1,63.42
Erdinger Weißbier,Alcoholic Beverages,2.11,10,0.0,21.1
Monster,Soft Drinks,3.21,10,0.0,32.1
Vio Wasser,Water,2.16,98,0.1,190.51
Selters,Water,0.46,5,0.0,2.3
Coca-Cola,Soft Drinks,1.07,7,0.0,7.49
Hohes C Orange,Juices,1.8,8,0.0,14.4
Apollinaris,Water,0.99,13,0.0,12.87
Red Bull,Soft Drinks,2.22,2,0.0,4.44
Schwip Schwap,Soft Drinks,1.27,3,0.0,3.81
Cranberry Juice,Juices,3.35,58,0.1,174.87
Kölsch,Alcoholic Beverages,0.96,9,0.0,8.64
Warsteiner,Alcoholic Beverages,1.08,3,0.0,3.24
Warsteiner,Alcoholic Beverages,1.02,10,0.0,10.2
Pepsi,Soft Drinks,1.49,13,0.0,19.37
Granini Apple,Juices,1.64,8,0.0,13.12
Jever,Alcoholic Beverages,1.88,11,0.0,20.68
Volvic,Water,0.76,33,0.05,23.83
Hohes C Orange,Juices,1.86,9,0.0,16.74
Rauch Multivitamin,Juices,2.79,20,0.05,53.01
Hohes C Orange,Juices,1.75,15,0.0,26.25
Passion Fruit Juice,Juices,3.02,6,0.0,18.12
Cranberry Juice,Juices,3.73,97,0.1,325.63
Club Mate,Soft Drinks,1.59,19,0.05,28.7
Tanqueray,Alcoholic Beverages,34.61,14,0.0,484.54
Johnnie Walker,Alcoholic Beverages,37.69,14,0.0,527.66
Vio Wasser,Water,1.61,9,0.0,14.49
Jack Daniels,Alcoholic Beverages,50.25,14,0.0,703.5
Tomato Juice,Juices,1.8,83,0.15,126.99
Volvic,Water,0.55,9,0.0,4.95
Tomato Juice,Juices,3.33,4,0.0,13.32
Moët & Chandon,Alcoholic Beverages,113.49,99,0.1,10111.96
Rauch Multivitamin,Juices,2.78,93,0.15,219.76
Evian,Water,1.0,9,0.1,8.1
Pepsi,Soft Drinks,0.91,25,0.05,21.61
Cranberry Juice,Juices,3.46,14,0.0,48.44
Johnnie Walker,Alcoholic Beverages,48.18,66,0.05,3020.89
Evian,Water,1.23,6,0.0,7.38
Selters,Water,1.35,96,0.15,110.16
Fritz-Kola,Soft Drinks,2.05,14,0.0,28.7
Cranberry Juice,Juices,4.39,84,0.1,331.88
Mango Juice,Juices,3.12,8,0.0,24.96
Vittel,Water,0.87,21,0.05,17.36
Mountain Dew,Soft Drinks,0.96,2,0.0,1.92
Pepsi,Soft Drinks,1.53,3,0.0,4.59
Apollinaris,Water,0.96,1,0.0,0.96
Passion Fruit Juice,Juices,3.11,7,0.0,21.77
Monster,Soft Drinks,3.21,12,0.0,38.52
Warsteiner,Alcoholic Beverages,1.83,79,0.1,130.11
Schwip Schwap,Soft Drinks,1.64,89,0.15,124.07
Club Mate,Soft Drinks,2.26,7,0.0,15.82
Club Mate,Soft Drinks,2.13,2,0.0,4.26
Augustiner,Alcoholic Beverages,1.16,3,0.0,3.48
Fritz-Kola,Soft Drinks,2.93,73,0.1,192.5
Monster,Soft Drinks,3.31,15,0.0,49.65
Tomato Juice,Juices,3.33,1,0.0,3.33
Jever,Alcoholic Beverages,1.99,11,0.0,21.89
Rauch Multivitamin,Juices,2.31,5,0.0,11.55
Coca-Cola,Soft Drinks,1.06,76,0.05,76.53
Warsteiner,Alcoholic Beverages,1.02,4,0.0,4.08
Rauch Multivitamin,Juices,1.71,23,0.1,35.4
San Pellegrino,Water,0.4,29,0.05,11.02
Riesling,Alcoholic Beverages,4.32,8,0.0,34.56
Rauch Multivitamin,Juices,2.45,3,0.0,7.35
Hohes C Orange,Juices,2.1,57,0.1,107.73
Jever,Alcoholic Beverages,1.94,8,0.0,15.52
San Pellegrino,Water,0.89,11,0.0,9.79
Augustiner,Alcoholic Beverages,2.54,93,0.1,212.6
Merlot,Alcoholic Beverages,4.48,13,0.0,58.24
Havana Club,Alcoholic Beverages,13.35,11,0.0,146.85
San Pellegrino,Water,0.61,13,0.1,7.14
Schwip Schwap,Soft Drinks,1.19,90,0.1,96.39
Selters,Water,0.49,9,0.0,4.41
Hohes C Orange,Juices,1.59,46,0.05,69.48
Tanqueray,Alcoholic Beverages,35.65,14,0.0,499.1
Club Mate,Soft Drinks,2.19,10,0.0,21.9
Vio Wasser,Water,1.61,7,0.0,11.27
Pepsi,Soft Drinks,0.93,15,0.1,12.56
San Pellegrino,Water,0.89,7,0.0,6.23
Havana Club,Alcoholic Beverages,31.08,30,0.1,839.16
Cranberry Juice,Juices,3.67,9,0.0,33.03
Vio Wasser,Water,1.66,14,0.0,23.24
Krombacher,Alcoholic Beverages,1.0,84,0.1,75.6
Red Bull,Soft Drinks,2.35,7,0.0,16.45
Apollinaris,Water,0.96,12,0.0,11.52
Volvic Touch,Water,1.38,10,0.0,13.8
Jever,Alcoholic Beverages,1.94,3,0.0,5.82
Gerolsteiner,Water,1.01,11,0.0,11.11
Schwip Schwap,Soft Drinks,1.2,13,0.0,15.6
Coca-Cola,Soft Drinks,1.14,6,0.0,6.84
Tomato Juice,Juices,3.33,10,0.0,33.3
Sprite,Soft Drinks,0.55,11,0.0,6.05
Schwip Schwap,Soft Drinks,1.24,4,0.0,4.96
Coca-Cola,Soft Drinks,1.1,9,0.0,9.9
Sauvignon Blanc,Alcoholic Beverages,6.28,84,0.1,474.77
San Pellegrino,Water,1.5,91,0.1,122.85
Mezzo Mix,Soft Drinks,0.83,41,0.05,32.33
Passion Fruit Juice,Juices,3.11,15,0.0,46.65
Veuve Clicquot,Alcoholic Beverages,95.83,64,0.1,5519.81
Coca-Cola,Soft Drinks,1.18,3,0.0,3.54
Augustiner,Alcoholic Beverages,1.57,46,0.05,68.61
Vittel,Water,0.37,59,0.1,19.65
Pepsi,Soft Drinks,1.58,9,0.0,14.22
Pepsi,Soft Drinks,0.75,2,0.05,1.42
Tomato Juice,Juices,2.82,16,0.05,42.86
Gerolsteiner,Water,1.07,14,0.0,14.98
Mango Juice,Juices,3.12,12,0.0,37.44
Passion Fruit Juice,Juices,3.11,15,0.0,46.65
Jever,Alcoholic Beverages,1.99,8,0.0,15.92
Fanta,Soft Drinks,1.16,3,0.0,3.48
Volvic,Water,0.42,5,0.05,2.0
Tanqueray,Alcoholic Beverages,19.34,12,0.05,220.48
Rotkäppchen Sekt,Alcoholic Beverages,8.05,2,0.0,16.1
Fanta,Soft Drinks,1.16,6,0.0,6.96
Granini Apple,Juices,1.64,6,0.0,9.84
Vittel,Water,0.56,41,0.1,20.66
Selters,Water,0.46,13,0.0,5.98
Passion Fruit Juice,Juices,3.02,11,0.0,33.22
Monster,Soft Drinks,3.12,6,0.0,18.72
Volvic Touch,Water,2.27,85,0.1,173.66
Evian,Water,1.26,7,0.0,8.82
Passion Fruit Juice,Juices,3.11,8,0.0,24.88
Volvic Touch,Water,1.46,13,0.0,18.98
Red Bull,Soft Drinks,1.98,39,0.05,73.36
Sauvignon Blanc,Alcoholic Beverages,9.09,14,0.0,127.26
Rauch Multivitamin,Juices,2.97,58,0.05,163.65
Sprite,Soft Drinks,1.23,21,0.05,24.54
Mezzo Mix,Soft Drinks,0.91,7,0.15,5.41
Gerolsteiner,Water,1.04,8,0.0,8.32
Apollinaris,Water,0.99,12,0.0,11.88
Monster,Soft Drinks,1.89,39,0.05,70.02
Gerolsteiner,Water,1.01,7,0.0,7.07
Rauch Multivitamin,Juices,2.31,7,0.0,16.17
Sauvignon Blanc,Alcoholic Beverages,5.01,19,0.05,90.43
Sprite,Soft Drinks,0.76,58,0.05,41.88
Granini Apple,Juices,1.64,3,0.0,4.92
Granini Apple,Juices,1.92,72,0.1,124.42
Volvic Touch,Water,1.21,50,0.05,57.47
Veuve Clicquot,Alcoholic Beverages,112.46,10,0.0,1124.6
Monster,Soft Drinks,3.21,12,0.0,38.52
Mango Juice,Juices,3.09,79,0.1,219.7
Monster,Soft Drinks,3.14,56,0.1,158.26
Krombacher,Alcoholic Beverages,1.59,1,0.0,1.59
Fritz-Kola,Soft Drinks,2.12,14,0.0,29.68
Cranberry Juice,Juices,2.82,50,0.1,126.9
San Pellegrino,Water,0.86,7,0.0,6.02
Apollinaris,Water,0.96,13,0.0,12.48
Hohes C Orange,Juices,1.75,5,0.0,8.75
Mango Juice,Juices,2.89,21,0.05,57.66
Jever,Alcoholic Beverages,1.59,67,0.1,95.88
Hohes C Orange,Juices,1.75,10,0.0,17.5
Mango Juice,Juices,2.89,29,0.1,75.43
Club Mate,Soft Drinks,2.26,3,0.0,6.78
Fanta,Soft Drinks,1.16,4,0.0,4.64
Jever,Alcoholic Beverages,1.99,6,0.0,11.94
Veuve Clicquot,Alcoholic Beverages,112.46,5,0.0,562.3
Augustiner,Alcoholic Beverages,2.6,80,0.15,176.8
Kölsch,Alcoholic Beverages,0.93,2,0.0,1.86
Johnnie Walker,Alcoholic Beverages,30.64,38,0.05,1106.1
Vio Wasser,Water,1.71,1,0.0,1.71
Passion Fruit Juice,Juices,2.93,4,0.0,11.72
Erdinger Weißbier,Alcoholic Beverages,2.06,62,0.1,114.95
Augustiner,Alcoholic Beverages,1.12,3,0.0,3.36
Selters,Water,1.63,90,0.1,132.03
Mezzo Mix,Soft Drinks,0.63,3,0.0,1.89
Tanqueray,Alcoholic Beverages,45.95,65,0.1,2688.08
Rauch Multivitamin,Juices,2.31,7,0.0,16.17
Beck's,Alcoholic Beverages,1.37,5,0.0,6.85
Passion Fruit Juice,Juices,2.93,3,0.0,8.79
Mezzo Mix,Soft Drinks,0.63,14,0.0,8.82
Moët & Chandon,Alcoholic Beverages,52.6,39,0.05,1948.83
Monster,Soft Drinks,3.31,15,0.0,49.65
Passion Fruit Juice,Juices,3.11,7,0.0,21.77
Evian,Water,0.92,3,0.05,2.62
Rauch Multivitamin,Juices,2.45,13,0.0,31.85
Sauvignon Blanc,Alcoholic Beverages,6.41,21,0.05,127.88
Apollinaris,Water,0.49,43,0.05,20.02
Granini Apple,Juices,1.69,9,0.0,15.21
Rauch Multivitamin,Juices,3.0,2,0.05,5.7
Club Mate,Soft Drinks,2.13,5,0.0,10.65
Johnnie Walker,Alcoholic Beverages,35.52,5,0.0,177.6
Tomato Juice,Juices,1.9,15,0.05,27.08
Gerolsteiner,Water,1.01,7,0.0,7.07
Pepsi,Soft Drinks,0.68,54,0.1,33.05
Vio Wasser,Water,1.61,13,0.0,20.93
Pepsi,Soft Drinks,1.58,14,0.0,22.12
Selters,Water,0.46,12,0.0,5.52
Volvic,Water,0.72,16,0.05,10.94
Erdinger Weißbier,Alcoholic Beverages,2.65,70,0.05,176.22
Tomato Juice,Juices,3.43,4,0.0,13.72
Warsteiner,Alcoholic Beverages,0.92,11,0.05,9.61
Vittel,Water,0.59,10,0.0,5.9
Evian,Water,1.31,4,0.0,5.24
Warsteiner,Alcoholic Beverages,1.05,1,0.0,1.05
Club Mate,Soft Drinks,1.97,40,0.05,74.86
Selters,Water,0.46,1,0.0,0.46
Monster,Soft Drinks,2.27,15,0.05,32.35
Fanta,Soft Drinks,0.57,12,0.05,6.5
Merlot,Alcoholic Beverages,4.48,14,0.0,62.72
Volvic,Water,0.55,8,0.0,4.4
Jack Daniels,Alcoholic Beverages,50.25,1,0.0,50.25
Club Mate,Soft Drinks,2.13,11,0.0,23.43
Granini Apple,Juices,1.6,93,0.1,133.92
Tomato Juice,Juices,3.43,12,0.0,41.16
Fanta,Soft Drinks,1.19,3,0.0,3.57
Coca-Cola,Soft Drinks,1.21,3,0.0,3.63
Tomato Juice,Juices,2.07,18,0.1,33.53
Volvic Touch,Water,1.53,93,0.1,128.06
Passion Fruit Juice,Juices,2.31,4,0.05,8.78
Jack Daniels,Alcoholic Beverages,52.27,88,0.05,4369.77
Evian,Water,1.26,12,0.0,15.12
Vio Wasser,Water,1.71,11,0.0,18.81
Granini Apple,Juices,1.46,14,0.05,19.42
Vittel,Water,0.99,36,0.1,32.08
